r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,date,winner,title_bout,win_con,weight_class,num_rounds,round_length,fight_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Alex Caceres,Austin Springer,0,0,18,14,0.58,0.43,18,14,0,0,0.0,0.0,1,0,0,0,10,3,11,3,4,2,3,9,18,13,0,1,0,0,"August 29, 2020",r,False,Submission,Featherweight,1,3,3,0.5806451612903226,0.4375,0.5806451612903226,0.41935483870967744,0.5,0.17647058823529413,1.0,0.4,0.6,0.9,0.0,0.0,0.0
Sean Brady,Christian Aguilera,0,0,34,16,0.56,0.41,65,17,2,0,1.0,0.0,2,0,0,0,128,0,16,6,1,2,17,8,28,16,0,0,6,0,"August 29, 2020",r,False,Submission,Welterweight,2,1,6,0.6565656565656566,0.425,0.5185185185185185,0.41025641025641024,0.3902439024390244,0.2222222222222222,0.5,0.6666666666666666,1.0,0.8888888888888888,1.0,0.0,0.0
Polyana Viana,Emily Whitmire,0,0,9,2,0.6,0.18,18,5,0,0,0.0,0.0,1,0,0,0,0,62,6,1,0,0,3,1,6,2,0,0,3,0,"August 29, 2020",r,False,Submission,Women's Strawweight,1,1,1,0.75,0.3333333333333333,0.5,0.18181818181818182,0.5,0.1111111111111111,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Mallory Martin,Hannah Cifers,0,1,22,49,0.57,0.49,48,75,1,0,0.5,0.0,1,0,0,0,74,86,21,35,1,10,0,4,17,30,0,15,5,4,"August 29, 2020",r,False,Submission,Women's Strawweight,2,1,6,0.7272727272727273,0.5769230769230769,0.53125,0.410958904109589,0.5675675675675675,0.44871794871794873,1.0,0.5555555555555556,0.0,1.0,0.8333333333333334,0.6666666666666666,0.0
Pedro Munhoz,Frankie Edgar,0,0,166,135,0.47,0.37,166,135,0,2,0.0,0.25,0,0,0,0,0,18,98,105,24,23,44,7,166,134,0,1,0,0,"August 22, 2020",b,False,Decision - Split,Bantamweight,5,5,25,0.4742857142857143,0.371900826446281,0.4742857142857143,0.37119113573407203,0.3783783783783784,0.33980582524271846,0.6153846153846154,0.5,0.8461538461538461,0.875,0.0,0.0,0.0
Marcin Prachnio,Mike Rodriguez,0,1,14,21,0.7,0.8,23,21,0,0,0.0,0.0,0,0,0,0,25,16,1,9,4,7,9,5,9,8,5,11,0,2,"August 22, 2020",b,False,KO/TKO,Light Heavyweight,1,2,2,0.7666666666666667,0.8076923076923077,0.6428571428571429,0.7272727272727273,0.2,0.6923076923076923,0.8,0.875,0.9,1.0,0.0,1.0,0.8333333333333334
Austin Hubbard,Joe Solecki,0,0,9,13,0.64,0.65,9,36,0,0,0.0,0.0,0,1,0,0,0,157,2,8,4,2,3,3,6,9,3,4,0,0,"August 22, 2020",b,False,Submission,Lightweight,1,3,3,0.6428571428571429,0.8372093023255814,0.5454545454545454,0.5625,0.4,0.5333333333333333,0.8,1.0,0.75,1.0,0.0,0.0,1.0
Mariya Agapova,Shana Dobson,0,0,22,24,0.47,0.66,56,41,2,2,1.0,1.0,0,0,0,1,191,150,18,18,4,5,0,1,10,6,2,3,10,15,"August 22, 2020",b,False,KO/TKO,Women's Flyweight,2,1,6,0.6292134831460674,0.6949152542372882,0.35714285714285715,0.42857142857142855,0.45,0.6,0.6666666666666666,1.0,0.0,1.0,0.625,0.7894736842105263,1.0
Daniel Rodriguez,Dwight Grant,3,1,15,30,0.46,0.44,15,31,0,0,0.0,0.0,0,0,0,0,2,53,10,25,3,2,2,3,11,13,0,0,4,17,"August 22, 2020",r,False,KO/TKO,Welterweight,1,2,2,0.46875,0.4305555555555556,0.4074074074074074,0.5416666666666666,0.38461538461538464,0.4098360655737705,0.75,1.0,1.0,0.6,0.8,0.38636363636363635,0.0
Amanda Lemos,Inoue Mizuki,1,0,83,57,0.64,0.6,102,138,2,0,1.0,0.0,0,0,0,0,142,413,51,30,27,18,5,9,48,34,27,23,8,0,"August 22, 2020",r,False,Decision - Unanimous,Women's Strawweight,3,5,15,0.68,0.7624309392265194,0.5714285714285714,0.4927536231884058,0.5543478260869565,0.4838709677419355,0.84375,0.782608695652174,1.0,1.0,0.6666666666666666,0.0,0.8181818181818182
Ike Villanueva,Jordan Wright,0,1,7,15,1.0,1.0,23,21,0,0,0.0,0.0,0,0,0,0,58,13,5,10,2,5,0,0,0,1,7,12,0,2,"August 22, 2020",b,False,TKO - Doctor's Stoppage,Light Heavyweight,1,1,1,0.9583333333333334,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Carlton Minus,Matthew Semelsberger,0,1,77,118,0.42,0.5,89,122,0,2,0.0,1.0,0,1,0,0,0,166,61,79,8,16,8,23,76,107,1,7,0,4,"August 22, 2020",b,False,Decision - Unanimous,Welterweight,3,5,15,0.4517766497461929,0.5147679324894515,0.4245810055865922,0.4908256880733945,0.3696969696969697,0.42473118279569894,0.8888888888888888,0.6956521739130435,1.0,0.9583333333333334,0.0,0.5714285714285714,0.5
Stipe Miocic,Daniel Cormier,1,0,115,105,0.61,0.57,171,145,0,1,0.0,0.5,0,0,0,0,352,53,67,70,31,11,17,24,101,95,14,10,0,0,"August 15, 2020",r,True,Decision - Unanimous,Heavyweight,5,5,25,0.7008196721311475,0.6502242152466368,0.5976331360946746,0.5555555555555556,0.49264705882352944,0.5303030303030303,0.9117647058823529,0.4583333333333333,1.0,0.8888888888888888,0.0,0.0,0.7777777777777778
Sean O'Malley,Marlon Vera,0,0,10,18,0.47,0.6,10,18,0,0,0.0,0.0,0,0,0,0,0,11,3,5,4,4,3,9,10,11,0,0,0,7,"August 15, 2020",b,False,KO/TKO,Bantamweight,1,4,4,0.47619047619047616,0.6,0.47619047619047616,0.5,0.25,0.5,0.6666666666666666,0.4,1.0,0.9,0.0,0.875,0.0
Junior Dos Santos,Jairzinho Rozenstruik,0,1,24,42,0.54,0.63,24,42,0,0,0.0,0.0,0,0,0,0,0,9,6,21,13,1,5,20,24,30,0,0,0,12,"August 15, 2020",b,False,KO/TKO,Heavyweight,2,3,8,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.6122448979591837,0.2727272727272727,0.5121951219512195,0.8666666666666667,0.5,0.7142857142857143,0.8695652173913043,0.0,0.7058823529411765,0.0
Herbert Burns,Daniel Pineda,0,0,10,57,0.45,0.76,35,173,3,1,0.75,0.5,0,0,0,1,159,373,6,50,2,4,2,3,5,8,1,1,4,48,"August 15, 2020",b,False,KO/TKO,Featherweight,2,4,9,0.7291666666666666,0.8439024390243902,0.3333333333333333,0.6153846153846154,0.4,0.7692307692307693,0.4,0.5714285714285714,1.0,1.0,0.8,0.7868852459016393,0.5
John Dodson,Merab Dvalishvili,0,0,27,50,0.31,0.37,31,88,0,2,0.0,0.1,0,0,0,0,4,224,11,16,9,4,7,30,26,25,1,25,0,0,"August 15, 2020",b,False,Decision - Unanimous,Bantamweight,3,5,15,0.34444444444444444,0.5146198830409356,0.3132530120481928,0.23148148148148148,0.1746031746031746,0.1702127659574468,0.5625,0.4444444444444444,1.0,1.0,0.0,0.0,0.3333333333333333
Jim Miller,Vinc Pichel,0,0,14,41,0.35,0.52,26,84,2,3,1.0,0.6,2,0,1,0,310,394,6,27,5,11,3,3,7,15,4,9,3,17,"August 15, 2020",b,False,Decision - Unanimous,Lightweight,3,5,15,0.45614035087719296,0.6774193548387096,0.25925925925925924,0.42857142857142855,0.2,0.421875,0.8333333333333334,1.0,1.0,1.0,0.5,0.53125,0.6666666666666666
Felice Herrig,Virna Jandiroba,0,0,1,4,1.0,0.8,3,12,0,1,0.0,1.0,0,2,0,0,0,93,0,4,0,0,1,0,1,0,0,0,0,4,"August 15, 2020",b,False,Submission,Women's Strawweight,1,1,1,1.0,0.8,1.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.8,0.0
TJ Brown,Danny Chavez,0,0,43,49,0.3,0.44,59,52,0,4,0.0,1.0,0,0,0,0,63,125,25,23,12,8,6,18,38,40,5,0,0,9,"August 15, 2020",b,False,Decision - Unanimous,Featherweight,3,5,15,0.3782051282051282,0.46017699115044247,0.2878787878787879,0.41237113402061853,0.24271844660194175,0.2839506172839506,0.5,0.8888888888888888,0.5,0.9,0.0,0.6923076923076923,0.7142857142857143
Ashley Yoder,Livinha Souza,0,0,32,46,0.28,0.65,89,70,0,1,0.0,0.25,0,0,0,0,230,163,23,15,6,8,3,23,32,36,0,5,0,5,"August 15, 2020",b,False,Decision - Unanimous,Women's Strawweight,3,5,15,0.5056818181818182,0.7368421052631579,0.2857142857142857,0.6545454545454545,0.25,0.45454545454545453,0.42857142857142855,0.7272727272727273,0.375,0.8846153846153846,0.0,0.625,0.0
Chris Daukaus,Parker Porter,2,0,37,17,0.62,0.32,45,18,0,0,0.0,0.0,0,0,0,0,35,0,29,12,4,1,4,4,29,14,6,3,2,0,"August 15, 2020",r,False,KO/TKO,Heavyweight,1,4,4,0.6716417910447762,0.33962264150943394,0.58,0.2978723404255319,0.5918367346938775,0.2727272727272727,0.6666666666666666,0.25,1.0,1.0,1.0,0.0,0.8571428571428571
Kai Kamaka,Tony Kelley,0,0,114,114,0.61,0.5,138,185,5,0,1.0,0.0,0,0,0,0,309,0,49,63,64,35,1,16,90,76,22,38,2,0,"August 15, 2020",r,False,Decision - Unanimous,Featherweight,3,5,15,0.6388888888888888,0.6208053691275168,0.5625,0.4175824175824176,0.4336283185840708,0.4144736842105263,0.9014084507042254,0.6481481481481481,1.0,0.8,0.6666666666666666,0.0,1.0
Derrick Lewis,Aleksei Oleinik,1,0,35,2,0.83,0.33,35,3,1,1,1.0,1.0,0,2,1,1,159,141,34,1,1,1,0,0,5,1,0,0,30,1,"August 08, 2020",r,False,KO/TKO,Heavyweight,2,0,5,0.8333333333333334,0.42857142857142855,0.7142857142857143,0.2,0.8292682926829268,0.25,1.0,0.5,0.0,0.0,0.8571428571428571,1.0,0.0
Omari Akhmedov,Chris Weidman,0,0,33,29,0.36,0.51,60,67,4,5,0.5,0.31,0,0,0,0,94,497,25,25,7,4,1,0,21,17,8,1,4,11,"August 08, 2020",b,False,Decision - Unanimous,Middleweight,3,5,15,0.5084745762711864,0.6836734693877551,0.28378378378378377,0.40476190476190477,0.30864197530864196,0.5,0.7777777777777778,0.6666666666666666,1.0,0.0,0.6666666666666666,0.9166666666666666,0.7272727272727273
Maki Pitolo,Darren Stewart,0,0,12,13,0.38,0.34,14,14,1,0,1.0,0.0,0,1,0,0,17,19,7,9,4,2,1,2,12,13,0,0,0,0,"August 08, 2020",b,False,Submission,Middleweight,1,3,3,0.42424242424242425,0.358974358974359,0.3870967741935484,0.34210526315789475,0.3181818181818182,0.28125,0.5,0.5,1.0,1.0,0.0,0.0,0.0
Yana Kunitskaya,Julija Stoliarenko,0,0,43,6,0.75,0.23,209,30,1,0,0.5,0.0,0,0,0,0,796,21,20,5,20,1,3,0,8,5,29,1,6,0,"August 08, 2020",r,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.8228346456692913,0.6,0.42105263157894735,0.21739130434782608,0.5882352941176471,0.21739130434782608,1.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.90625
Beneil Dariush,Scott Holtzman,1,0,36,9,0.56,0.5,36,11,0,0,0.0,0.0,0,0,0,0,117,24,30,4,3,3,3,2,33,9,3,0,0,0,"August 08, 2020",r,False,KO/TKO,Lightweight,1,4,4,0.5625,0.55,0.55,0.5,0.5263157894736842,0.3333333333333333,0.75,0.75,1.0,1.0,0.0,0.0,0.75
Tim Means,Laureano Staropoli,1,0,85,71,0.57,0.44,126,81,2,0,0.33,0.0,0,0,0,0,367,4,55,47,23,19,7,5,61,70,22,1,2,0,"August 08, 2020",r,False,Decision - Unanimous,Welterweight,3,5,15,0.6666666666666666,0.47093023255813954,0.5304347826086957,0.44025157232704404,0.4782608695652174,0.3884297520661157,0.92,0.5428571428571428,1.0,1.0,0.6666666666666666,0.0,0.7586206896551724
Kevin Holland,Joaquin Buckley,2,0,79,40,0.58,0.33,86,41,0,0,0.0,0.0,0,0,0,0,12,13,45,6,18,31,16,3,71,33,5,7,3,0,"August 08, 2020",r,False,KO/TKO,Middleweight,3,0,10,0.6099290780141844,0.33884297520661155,0.5725806451612904,0.3,0.5232558139534884,0.1016949152542373,0.5625,0.5344827586206896,1.0,1.0,1.0,0.0,0.7142857142857143
Nasrat Haqparast,Alexander Munoz,0,0,104,37,0.48,0.25,108,40,0,1,0.0,0.12,0,0,0,0,2,54,93,32,11,3,0,2,103,33,1,4,0,0,"August 08, 2020",r,False,Decision - Unanimous,Lightweight,3,5,15,0.4931506849315068,0.272108843537415,0.48130841121495327,0.2357142857142857,0.4626865671641791,0.23529411764705882,0.7857142857142857,0.6,0.0,0.6666666666666666,0.0,0.0,1.0
Andrew Sanchez,Wellington Turman,1,0,28,21,0.5,0.41,40,26,0,0,0.0,0.0,0,0,0,0,71,0,23,16,4,1,1,4,26,21,0,0,2,0,"August 08, 2020",r,False,KO/TKO,Middleweight,1,4,4,0.5882352941176471,0.4642857142857143,0.49056603773584906,0.4117647058823529,0.4791666666666667,0.4,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,0.0,0.0
Gavin Tucker,Justin Jaynes,0,1,87,41,0.41,0.4,88,42,1,0,0.5,0.0,4,1,1,1,84,38,61,30,23,11,3,0,86,31,1,2,0,8,"August 08, 2020",r,False,Submission,Featherweight,3,1,11,0.41509433962264153,0.4077669902912621,0.41545893719806765,0.3563218390804598,0.3446327683615819,0.35714285714285715,0.7666666666666667,0.6470588235294118,0.75,0.0,0.0,0.6666666666666666,0.3333333333333333
Youssef Zalal,Peter Barrett,1,0,54,23,0.58,0.4,82,68,3,0,0.6,0.0,3,0,0,0,414,94,40,13,6,9,8,1,41,15,1,8,12,0,"August 08, 2020",r,False,Decision - Unanimous,Featherweight,3,5,15,0.6356589147286822,0.6355140186915887,0.5857142857142857,0.3125,0.5405405405405406,0.3023255813953488,0.6,0.75,1.0,0.5,0.631578947368421,0.0,0.3333333333333333
Irwin Rivera,Ali AlQaisi,0,0,36,44,0.49,0.41,45,54,2,2,0.4,0.22,0,1,0,0,62,115,30,28,5,7,1,9,28,36,5,8,3,0,"August 08, 2020",r,False,Decision - Split,Bantamweight,3,5,15,0.5487804878048781,0.4576271186440678,0.45161290322580644,0.375,0.4918032786885246,0.32558139534883723,0.5,0.7777777777777778,0.5,0.9,1.0,0.0,0.625
Derek Brunson,Edmen Shahbazyan,0,0,88,35,0.6,0.48,107,38,4,0,0.5,0.0,0,0,0,0,186,3,58,17,15,18,15,0,53,26,9,9,26,0,"August 01, 2020",r,False,KO/TKO,Middleweight,3,0,10,0.6524390243902439,0.5066666666666667,0.5578947368421052,0.4126984126984127,0.5471698113207547,0.34,0.7142857142857143,0.8181818181818182,0.8333333333333334,0.0,0.7878787878787878,0.0,0.5294117647058824
Joanne Calderwood,Jennifer Maia,0,0,26,20,0.53,0.54,33,31,1,0,1.0,0.0,0,1,0,0,131,0,6,16,9,3,11,1,24,18,0,2,2,0,"August 01, 2020",b,False,Submission,Women's Flyweight,1,4,4,0.5789473684210527,0.6326530612244898,0.5333333333333333,0.5142857142857142,0.24,0.5,1.0,0.75,0.7333333333333333,1.0,0.6666666666666666,0.0,0.0
Vicente Luque,Randy Brown,2,0,64,61,0.52,0.45,76,66,0,1,0.0,0.5,0,0,0,0,66,52,33,35,5,13,26,13,56,53,3,8,5,0,"August 01, 2020",r,False,KO/TKO,Welterweight,2,4,9,0.5671641791044776,0.4782608695652174,0.5045045045045045,0.4344262295081967,0.375,0.3431372549019608,0.8333333333333334,0.7222222222222222,0.9285714285714286,1.0,0.625,0.0,1.0
Lando Vannata,Bobby Green,0,1,54,115,0.42,0.58,64,136,1,3,0.5,1.0,0,0,0,0,27,185,31,67,16,20,7,28,45,89,9,11,0,15,"August 01, 2020",b,False,Decision - Unanimous,Lightweight,3,5,15,0.460431654676259,0.6210045662100456,0.391304347826087,0.55625,0.31313131313131315,0.4962962962962963,0.7619047619047619,0.6666666666666666,1.0,0.9333333333333333,0.0,0.6521739130434783,0.75
Frankie Saenz,Jonathan Martinez,0,3,39,79,0.54,0.59,52,88,1,1,0.25,1.0,0,0,0,0,70,45,12,48,8,28,19,3,30,57,9,3,0,19,"August 01, 2020",b,False,KO/TKO,Bantamweight,3,0,10,0.611764705882353,0.6153846153846154,0.47619047619047616,0.5327102803738317,0.27906976744186046,0.5333333333333333,0.8,0.7,1.0,1.0,0.0,0.8636363636363636,1.0
Johnny Munoz,Nate Maness,0,0,49,21,0.62,0.42,129,158,2,1,0.12,1.0,1,0,0,0,582,89,18,9,25,12,6,0,16,7,20,14,13,0,"August 01, 2020",b,False,Decision - Unanimous,Featherweight,3,5,15,0.7678571428571429,0.8144329896907216,0.4,0.20588235294117646,0.5294117647058824,0.24324324324324326,0.6944444444444444,0.9230769230769231,0.75,0.0,0.7647058823529411,0.0,0.9523809523809523
Jamall Emmers,Vince Cachero,0,0,103,76,0.52,0.5,113,121,5,0,0.71,0.0,0,0,0,0,347,28,58,58,37,10,8,8,78,62,23,11,2,3,"August 01, 2020",r,False,Decision - Unanimous,Featherweight,3,5,15,0.5406698564593302,0.6019900497512438,0.47560975609756095,0.4696969696969697,0.40559440559440557,0.4566929133858268,0.8409090909090909,0.6666666666666666,0.8888888888888888,0.8,1.0,1.0,0.7666666666666667
Robert Whittaker,Darren Till,1,0,69,41,0.43,0.41,100,50,2,0,0.15,0.0,0,0,0,0,149,35,32,29,7,7,30,5,57,31,7,7,5,3,"July 25, 2020",r,False,Decision - Unanimous,Middleweight,5,5,25,0.5319148936170213,0.46296296296296297,0.41007194244604317,0.3563218390804598,0.27586206896551724,0.3372093023255814,0.7,0.875,0.967741935483871,1.0,0.7142857142857143,1.0,0.6363636363636364
Mauricio Rua,Rogerio Nogueira,0,0,54,46,0.52,0.46,78,75,2,0,0.5,0.0,0,0,0,0,177,81,27,39,11,7,16,0,45,41,6,1,3,4,"July 25, 2020",r,False,Decision - Split,Light Heavyweight,3,5,15,0.6046511627906976,0.5813953488372093,0.4945054945054945,0.43157894736842106,0.375,0.42857142857142855,0.7857142857142857,0.7777777777777778,0.9411764705882353,0.0,0.5,1.0,1.0
Fabricio Werdum,Alexander Gustafsson,0,0,4,11,0.8,0.57,4,14,1,0,0.5,0.0,1,0,0,0,66,12,1,9,0,2,3,0,3,4,0,0,1,7,"July 25, 2020",r,False,Submission,Heavyweight,1,2,2,0.8,0.6363636363636364,0.75,0.3333333333333333,0.5,0.6,0.0,0.5,1.0,0.0,1.0,1.0,0.0
Carla Esparza,Marina Rodriguez,0,0,33,40,0.55,0.52,118,91,5,0,0.55,0.0,1,0,0,0,534,64,29,34,3,0,1,6,4,15,1,0,28,25,"July 25, 2020",r,False,Decision - Split,Women's Strawweight,3,5,15,0.7763157894736842,0.7054263565891473,0.25,0.39473684210526316,0.5178571428571429,0.4857142857142857,1.0,0.0,1.0,1.0,0.6511627906976745,0.6756756756756757,1.0
Paul Craig,Gadzhimurad Antigulov,0,0,2,11,0.4,0.68,4,16,0,1,0.0,0.5,1,0,0,0,0,101,2,9,0,2,0,0,2,1,0,0,0,10,"July 25, 2020",r,False,Submission,Light Heavyweight,1,2,2,0.5714285714285714,0.7272727272727273,0.4,0.5,0.4,0.6428571428571429,0.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.0
Alex Oliveira,Peter Sobotta,1,0,45,29,0.48,0.43,48,30,0,0,0.0,0.0,0,0,0,0,26,47,19,13,16,7,10,9,37,29,7,0,1,0,"July 25, 2020",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5,0.4411764705882353,0.43529411764705883,0.43283582089552236,0.37254901960784315,0.2826086956521739,0.5517241379310345,0.6363636363636364,0.7692307692307693,0.9,1.0,0.0,1.0
Khamzat Chimaev,Rhys McKee,0,0,40,0,0.64,0.0,68,0,1,0,0.5,0.0,1,0,0,0,179,0,40,0,0,0,0,0,0,0,0,0,40,0,"July 25, 2020",r,False,KO/TKO,Welterweight,1,3,3,0.6938775510204082,0.0,0.0,0.0,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.6557377049180327,0.0,0.0
Francisco Trinaldo,Jai Herbert,1,1,30,21,0.51,0.3,37,37,2,0,0.66,0.0,2,0,1,0,198,200,15,15,7,4,8,2,19,16,3,5,8,0,"July 25, 2020",r,False,KO/TKO,Lightweight,3,1,11,0.5606060606060606,0.4111111111111111,0.4222222222222222,0.26229508196721313,0.42857142857142855,0.23809523809523808,0.5,0.8,0.8888888888888888,1.0,0.8888888888888888,0.0,0.75
Tom Aspinall,Jake Collier,1,0,10,3,1.0,0.33,10,3,0,0,0.0,0.0,0,0,0,0,2,0,7,1,1,0,2,2,9,3,0,0,1,0,"July 25, 2020",r,False,KO/TKO,Heavyweight,1,0,0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.14285714285714285,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Movsar Evloev,Mike Grundy,0,0,79,20,0.52,0.3,96,25,0,6,0.0,0.4,0,1,0,0,48,155,53,11,13,9,13,0,72,18,7,1,0,1,"July 25, 2020",r,False,Decision - Unanimous,Featherweight,3,5,15,0.5549132947976878,0.3125,0.5070422535211268,0.28125,0.44166666666666665,0.20754716981132076,0.9285714285714286,0.75,0.8125,0.0,0.0,1.0,0.875
Tanner Boser,Raphael Pessoa,0,0,43,12,0.71,0.33,43,13,0,0,0.0,0.0,0,0,0,0,6,0,15,6,7,2,21,4,34,12,0,0,9,0,"July 25, 2020",r,False,KO/TKO,Heavyweight,2,2,7,0.7166666666666667,0.35135135135135137,0.7083333333333334,0.34285714285714286,0.4838709677419355,0.21428571428571427,1.0,1.0,0.9545454545454546,0.6666666666666666,0.75,0.0,0.0
Bethe Correia,Pannie Kianzad,0,0,56,103,0.39,0.51,83,106,1,0,0.2,0.0,0,0,0,0,121,5,40,76,14,10,2,17,46,97,9,6,1,0,"July 25, 2020",b,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.46629213483146065,0.5170731707317073,0.36507936507936506,0.5078534031413613,0.3418803418803419,0.4523809523809524,0.7,0.7142857142857143,0.3333333333333333,1.0,0.5,0.0,0.6
Ramazan Emeev,Niklas Stolze,0,0,29,30,0.43,0.41,67,41,4,1,0.33,1.0,2,0,0,0,410,21,22,13,5,3,2,14,19,27,7,1,3,2,"July 25, 2020",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5877192982456141,0.4823529411764706,0.35185185185185186,0.4090909090909091,0.3728813559322034,0.30952380952380953,1.0,0.42857142857142855,0.6666666666666666,0.6086956521739131,0.75,0.6666666666666666,0.7777777777777778
Nathaniel Wood,John Castaneda,0,0,131,55,0.56,0.42,136,66,1,0,0.33,0.0,0,0,0,0,49,11,59,35,14,6,58,14,123,53,8,2,0,0,"July 25, 2020",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.5666666666666667,0.46808510638297873,0.5565610859728507,0.4140625,0.4125874125874126,0.32407407407407407,0.6363636363636364,0.8571428571428571,0.8656716417910447,0.9333333333333333,0.0,0.0,0.7272727272727273
Deiveson Figueiredo,Joseph Benavidez,2,0,35,18,0.87,0.64,40,22,0,0,0.0,0.0,4,0,0,0,143,0,31,8,4,5,0,5,12,18,0,0,23,0,"July 18, 2020",r,True,Submission,Flyweight,1,4,4,0.8888888888888888,0.6666666666666666,0.75,0.6428571428571429,0.8611111111111112,0.5333333333333333,1.0,0.7142857142857143,0.0,0.8333333333333334,0.9583333333333334,0.0,0.0
Jack Hermansson,Kelvin Gastelum,0,0,2,0,0.5,0.0,2,1,0,1,0.0,1.0,1,0,0,0,0,33,0,0,0,0,2,0,2,0,0,0,0,0,"July 18, 2020",r,False,Submission,Middleweight,1,1,1,0.5,0.2,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Marc Diakiese,Rafael Fiziev,0,0,68,78,0.45,0.62,73,82,0,1,0.0,0.5,0,0,0,0,22,169,31,28,19,33,18,17,66,67,2,9,0,2,"July 18, 2020",b,False,Decision - Unanimous,Lightweight,3,5,15,0.477124183006536,0.640625,0.4520547945205479,0.6090909090909091,0.29523809523809524,0.4307692307692308,0.9047619047619048,0.8048780487804879,0.8181818181818182,0.9444444444444444,0.0,1.0,1.0
Ariane Lipski,Luana Carolina,0,0,3,2,0.75,0.5,11,2,0,0,0.0,0.0,1,1,0,0,67,0,1,0,2,0,0,2,3,2,0,0,0,0,"July 18, 2020",r,False,Submission,Women's Flyweight,1,1,1,0.9166666666666666,0.5,0.75,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Alexandre Pantoja,Askar Askarov,0,0,32,41,0.51,0.65,40,44,1,2,0.5,0.13,0,0,0,1,137,311,17,31,12,1,3,9,30,34,1,5,1,2,"July 18, 2020",b,False,Decision - Unanimous,Flyweight,3,5,15,0.5633802816901409,0.6666666666666666,0.5,0.6296296296296297,0.425,0.5849056603773585,0.631578947368421,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
Roman Dolidze,Khadis Ibragimov,1,0,19,4,0.86,0.28,19,10,0,0,0.0,0.0,0,0,0,0,3,34,9,0,1,1,9,3,13,3,0,0,6,1,"July 18, 2020",r,False,KO/TKO,Light Heavyweight,1,4,4,0.8636363636363636,0.5,0.8125,0.25,0.8181818181818182,0.0,1.0,0.3333333333333333,0.9,1.0,1.0,0.5,0.0
Grant Dawson,Nad Narimani,0,0,53,31,0.46,0.4,136,57,2,0,0.33,0.0,1,0,0,0,491,9,25,17,5,12,23,2,48,28,0,2,5,1,"July 18, 2020",r,False,Decision - Unanimous,Catch Weight,3,5,15,0.6238532110091743,0.5428571428571428,0.4444444444444444,0.3835616438356164,0.33783783783783783,0.288135593220339,0.35714285714285715,0.8,0.8518518518518519,1.0,0.7142857142857143,1.0,0.0
Joe Duffy,Joel Alvarez,0,0,14,18,0.53,0.48,14,18,1,0,1.0,0.0,0,1,0,0,9,0,6,7,4,3,4,8,14,18,0,0,0,0,"July 18, 2020",b,False,Submission,Lightweight,1,2,2,0.5384615384615384,0.4864864864864865,0.5384615384615384,0.5,0.375,0.2916666666666667,0.8,0.75,0.8,0.8888888888888888,0.0,0.0,0.0
Brett Johns,Montel Jackson,0,1,11,26,0.57,0.59,30,80,8,2,0.42,0.66,1,0,0,1,522,161,7,18,2,6,2,2,4,14,6,5,1,7,"July 18, 2020",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.7692307692307693,0.8080808080808081,0.36363636363636365,0.45161290322580644,0.5,0.5142857142857142,0.6666666666666666,1.0,1.0,0.6666666666666666,0.5,0.875,1.0
Malcolm Gordon,Amir Albazi,0,0,3,12,0.18,0.42,5,28,0,1,0.0,1.0,0,1,1,0,22,141,1,8,1,2,1,2,3,10,0,0,0,2,"July 18, 2020",b,False,Submission,Bantamweight,1,4,4,0.2777777777777778,0.6086956521739131,0.1875,0.4,0.09090909090909091,0.3333333333333333,1.0,1.0,0.25,1.0,0.0,0.6666666666666666,0.0
