r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,date,winner,title_bout,win_con,weight_class,num_rounds,round_length,fight_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Jon Jones,Glover Teixeira,0,0,138,53,0.58,0.27,158,65,3,0,0.5,0.0,2,0,0,0,351,0,88,34,25,19,25,0,99,30,37,23,2,0,"April 26, 2014",r,True,Decision - Unanimous,Light Heavyweight,5,5,25,0.6171875,0.31862745098039214,0.5439560439560439,0.2222222222222222,0.49162011173184356,0.22077922077922077,0.8928571428571429,0.5,0.8620689655172413,0.0,0.4,0.0,0.7551020408163265
Phil Davis,Anthony Johnson,0,0,21,45,0.16,0.34,27,47,0,0,0.0,0.0,0,0,0,0,32,15,9,31,6,6,6,8,16,39,3,3,2,3,"April 26, 2014",b,False,Decision - Unanimous,Light Heavyweight,3,5,15,0.20300751879699247,0.35074626865671643,0.1322314049586777,0.32231404958677684,0.09473684210526316,0.2743362831858407,0.25,0.5454545454545454,0.75,1.0,1.0,0.6,0.75
Luke Rockhold,Tim Boetsch,0,0,4,1,1.0,0.5,9,1,0,0,0.0,0.0,2,0,0,0,95,4,0,0,4,0,0,1,1,1,0,0,3,0,"April 26, 2014",r,False,Submission,Middleweight,1,2,2,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Jim Miller,Yancy Medeiros,0,0,5,9,0.26,0.33,6,9,0,0,0.0,0.0,1,0,0,0,29,24,2,7,1,2,2,0,4,8,1,1,0,0,"April 26, 2014",r,False,Submission,Lightweight,1,3,3,0.3,0.3333333333333333,0.23529411764705882,0.3076923076923077,0.14285714285714285,0.3684210526315789,0.5,0.2857142857142857,0.6666666666666666,0.0,0.0,0.0,0.5
Max Holloway,Andre Fili,0,0,47,44,0.31,0.31,57,46,0,3,0.0,0.25,2,0,0,0,0,192,31,18,15,9,1,17,30,40,17,4,0,0,"April 26, 2014",r,False,Submission,Featherweight,3,3,13,0.35403726708074534,0.3262411347517731,0.24793388429752067,0.31007751937984496,0.2540983606557377,0.18181818181818182,0.625,0.42857142857142855,0.3333333333333333,0.8947368421052632,0.0,0.0,0.6071428571428571
Joseph Benavidez,Tim Elliott,0,0,9,16,0.39,0.76,14,27,0,3,0.0,1.0,1,0,1,0,93,76,4,10,4,3,1,3,9,13,0,3,0,0,"April 26, 2014",r,False,Submission,Flyweight,1,4,4,0.5,0.7714285714285715,0.4090909090909091,0.7647058823529411,0.25,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0
Takanori Gomi,Isaac Vallie-Flagg,0,0,130,107,0.54,0.49,153,211,0,1,0.0,0.5,0,0,1,0,232,71,88,61,34,31,8,15,119,96,11,8,0,3,"April 26, 2014",r,False,Decision - Unanimous,Lightweight,3,5,15,0.5817490494296578,0.65527950310559,0.519650655021834,0.47058823529411764,0.4756756756756757,0.37888198757763975,0.7555555555555555,0.7948717948717948,0.8,0.8823529411764706,0.0,1.0,1.0
Jessamyn Duke,Bethe Correia,0,0,54,91,0.41,0.48,70,118,1,0,0.16,0.0,0,0,0,2,12,209,36,50,16,14,2,27,43,88,11,3,0,0,"April 26, 2014",b,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.47297297297297297,0.5462962962962963,0.3706896551724138,0.4835164835164835,0.3333333333333333,0.390625,0.8,0.56,1.0,0.8181818181818182,0.0,0.0,0.7857142857142857
Danny Castillo,Charlie Brenneman,1,0,16,13,0.76,0.61,20,35,0,2,0.0,0.5,0,0,1,0,58,130,3,3,3,8,10,2,8,5,8,1,0,7,"April 26, 2014",r,False,KO/TKO,Lightweight,2,0,5,0.8,0.7954545454545454,0.6153846153846154,0.4166666666666667,0.5,0.2727272727272727,0.75,1.0,0.9090909090909091,1.0,0.0,1.0,1.0
Chris Beal,Patrick Williams,1,0,19,14,0.38,0.4,19,15,0,2,0.0,0.66,0,0,0,0,4,36,16,6,2,2,1,6,8,11,11,3,0,0,"April 26, 2014",r,False,KO/TKO,Bantamweight,2,1,6,0.38,0.40540540540540543,0.26666666666666666,0.39285714285714285,0.35555555555555557,0.3,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.5789473684210527
Fabricio Werdum,Travis Browne,0,0,121,60,0.61,0.38,171,77,2,0,0.33,0.0,0,0,0,0,304,48,82,36,21,17,18,7,113,48,6,3,2,9,"April 19, 2014",r,False,Decision - Unanimous,Heavyweight,5,5,25,0.6812749003984063,0.44508670520231214,0.6075268817204301,0.3356643356643357,0.5324675324675324,0.2903225806451613,0.875,0.7727272727272727,1.0,0.7,1.0,1.0,0.75
Miesha Tate,Liz Carmouche,0,0,27,18,0.47,0.52,82,75,1,5,0.14,0.71,2,0,0,0,353,390,20,4,2,3,5,11,9,7,3,7,15,4,"April 19, 2014",r,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.6612903225806451,0.7894736842105263,0.25,0.30434782608695654,0.4878048780487805,0.25,0.2222222222222222,0.6,0.7142857142857143,0.8461538461538461,1.0,1.0,0.5
Donald Cerrone,Edson Barboza,1,0,11,28,0.55,0.51,11,28,0,0,0.0,0.0,2,0,0,0,21,0,6,17,2,7,3,4,11,28,0,0,0,0,"April 19, 2014",r,False,Submission,Lightweight,1,3,3,0.55,0.5185185185185185,0.55,0.5185185185185185,0.4,0.4473684210526316,1.0,0.7777777777777778,1.0,0.5714285714285714,0.0,0.0,0.0
Brad Tavares,Yoel Romero,0,0,21,31,0.3,0.64,35,63,0,7,0.0,0.58,0,0,0,0,68,405,9,14,3,6,9,11,16,20,5,10,0,1,"April 19, 2014",b,False,Decision - Unanimous,Middleweight,3,5,15,0.40229885057471265,0.7777777777777778,0.25396825396825395,0.5882352941176471,0.17307692307692307,0.5185185185185185,0.375,0.8571428571428571,0.9,0.7857142857142857,0.0,1.0,0.7142857142857143
Rafael Dos Anjos,Khabib Nurmagomedov,0,0,20,36,0.35,0.37,40,72,0,6,0.0,0.5,0,0,0,0,13,587,11,24,7,6,2,6,18,14,1,4,1,18,"April 19, 2014",b,False,Decision - Unanimous,Lightweight,3,5,15,0.5263157894736842,0.5333333333333333,0.34615384615384615,0.19444444444444445,0.28205128205128205,0.2891566265060241,0.5,0.75,0.6666666666666666,1.0,1.0,0.8571428571428571,0.3333333333333333
Thiago Alves,Seth Baczynski,0,0,116,90,0.49,0.26,120,91,0,0,0.0,0.0,0,0,0,0,4,47,45,55,19,21,52,14,106,87,10,3,0,0,"April 19, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.5,0.2708333333333333,0.4818181818181818,0.2652439024390244,0.28846153846153844,0.19434628975265017,0.8636363636363636,0.5833333333333334,0.896551724137931,0.875,0.0,0.0,0.625
Jorge Masvidal,Pat Healy,0,0,69,32,0.72,0.32,105,84,1,2,1.0,0.14,0,0,0,0,197,335,45,7,13,15,11,10,50,20,18,12,1,0,"April 19, 2014",r,False,Decision - Unanimous,Lightweight,3,5,15,0.7954545454545454,0.5419354838709678,0.684931506849315,0.24390243902439024,0.6617647058823529,0.1076923076923077,0.8666666666666667,0.6,0.9166666666666666,1.0,1.0,0.0,0.8571428571428571
Estevan Payan,Alex White,0,1,10,20,0.43,0.66,10,20,0,0,0.0,0.0,0,0,0,0,0,3,5,12,4,8,1,0,10,14,0,0,0,6,"April 19, 2014",b,False,KO/TKO,Featherweight,1,1,1,0.43478260869565216,0.6666666666666666,0.43478260869565216,0.5833333333333334,0.29411764705882354,0.5454545454545454,0.8,1.0,1.0,0.0,0.0,1.0,0.0
Caio Magalhaes,Luke Zachrich,1,0,16,3,0.61,0.27,18,3,0,0,0.0,0.0,0,0,0,0,3,0,13,1,3,0,0,2,7,3,4,0,5,0,"April 19, 2014",r,False,KO/TKO,Middleweight,1,0,0,0.6428571428571429,0.2727272727272727,0.4666666666666667,0.3,0.5909090909090909,0.125,0.75,0.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666
Jordan Mein,Hernani Perpetuo,0,0,46,21,0.54,0.22,62,26,4,0,1.0,0.0,0,1,0,0,192,44,25,10,10,6,11,5,37,20,1,0,8,1,"April 19, 2014",r,False,Decision - Split,Welterweight,3,5,15,0.6078431372549019,0.26262626262626265,0.5138888888888888,0.21978021978021978,0.4098360655737705,0.14705882352941177,0.8333333333333334,0.35294117647058826,1.0,0.625,0.7272727272727273,0.5,1.0
Dustin Ortiz,Ray Borg,0,0,46,12,0.57,0.44,107,21,2,5,0.5,0.62,0,2,1,1,323,360,14,9,28,3,4,0,12,5,22,2,12,5,"April 19, 2014",r,False,Decision - Split,Flyweight,3,5,15,0.7430555555555556,0.5675675675675675,0.3076923076923077,0.35714285714285715,0.32558139534883723,0.42857142857142855,0.8484848484848485,0.6,1.0,0.0,0.8571428571428571,0.8333333333333334,0.8148148148148148
Mirsad Bektic,Chas Skelly,0,0,27,19,0.3,0.22,80,32,2,0,0.5,0.0,0,0,1,1,295,93,25,17,2,1,0,1,18,10,2,6,7,3,"April 19, 2014",r,False,Decision - Majority,Featherweight,3,5,15,0.5405405405405406,0.31683168316831684,0.23376623376623376,0.136986301369863,0.29411764705882354,0.20481927710843373,0.4,1.0,0.0,1.0,0.7777777777777778,1.0,0.5
Derrick Lewis,Jack May,0,0,22,5,0.81,0.83,26,23,1,1,1.0,0.33,0,0,0,1,107,111,22,1,0,2,0,2,0,2,2,0,20,3,"April 19, 2014",r,False,KO/TKO,Heavyweight,1,4,4,0.8387096774193549,0.9583333333333334,0.0,0.6666666666666666,0.8148148148148148,0.5,0.0,1.0,0.0,1.0,0.8,1.0,1.0
Michael Bisping,Tim Kennedy,0,0,40,51,0.29,0.48,53,76,0,5,0.0,0.45,0,0,0,0,3,721,35,32,4,12,1,7,38,36,2,6,0,9,"April 16, 2014",b,False,Decision - Unanimous,Middleweight,5,5,25,0.3509933774834437,0.5390070921985816,0.2814814814814815,0.43902439024390244,0.2734375,0.41025641025641024,0.5,0.631578947368421,1.0,0.7777777777777778,0.0,0.5294117647058824,1.0
Patrick Cote,Kyle Noke,0,0,33,50,0.54,0.58,127,67,3,0,0.33,0.0,0,0,0,0,434,26,22,20,5,12,6,18,6,33,5,8,22,9,"April 16, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.7839506172839507,0.6504854368932039,0.2608695652173913,0.532258064516129,0.4888888888888889,0.47619047619047616,0.5555555555555556,0.5217391304347826,0.8571428571428571,0.9,0.8461538461538461,0.9,0.4166666666666667
Sheldon Westcott,Elias Theodorou,0,0,13,73,0.41,0.7,18,98,2,3,0.5,1.0,0,0,0,0,201,244,9,57,3,10,1,6,7,21,6,11,0,41,"April 16, 2014",b,True,KO/TKO,TUF Nations Canada vs. Australia Middleweight Tournament,2,4,9,0.4864864864864865,0.7424242424242424,0.3181818181818182,0.5526315789473685,0.391304347826087,0.6951219512195121,0.42857142857142855,0.6666666666666666,1.0,1.0,0.0,0.7884615384615384,0.6666666666666666
Chad Laprise,Olivier Aubin-Mercier,0,0,71,45,0.4,0.38,72,46,0,2,0.0,0.22,0,0,0,0,14,65,30,30,18,13,23,2,64,41,6,4,1,0,"April 16, 2014",r,True,Decision - Split,TUF Nations Canada vs. Australia Welterweight Tournament,3,5,15,0.4114285714285714,0.39316239316239315,0.39751552795031053,0.36936936936936937,0.23622047244094488,0.3125,0.782608695652174,0.7222222222222222,0.9583333333333334,1.0,1.0,0.0,0.5
Dustin Poirier,Akira Corassani,1,0,45,24,0.5,0.36,46,24,0,0,0.0,0.0,1,0,0,0,44,12,37,19,8,5,0,0,31,21,12,3,2,0,"April 16, 2014",r,False,KO/TKO,Featherweight,2,0,5,0.5111111111111111,0.36363636363636365,0.4246575342465753,0.3442622950819672,0.47435897435897434,0.3333333333333333,0.8888888888888888,0.5555555555555556,0.0,0.0,1.0,0.0,0.8571428571428571
Sam Stout,KJ Noons,0,1,5,7,0.62,0.63,5,7,0,0,0.0,0.0,0,0,0,0,0,3,1,3,0,0,4,4,5,5,0,0,0,2,"April 16, 2014",b,False,KO/TKO,Welterweight,1,0,0,0.625,0.6363636363636364,0.625,0.625,0.3333333333333333,0.75,0.0,0.0,1.0,0.5714285714285714,0.0,0.6666666666666666,0.0
Sarah Kaufman,Leslie Smith,0,0,202,79,0.54,0.32,232,100,1,0,1.0,0.0,0,0,0,0,159,128,106,50,48,9,48,20,112,53,84,26,6,0,"April 16, 2014",r,False,Decision - Unanimous,Women's Bantamweight,3,5,15,0.575682382133995,0.37735849056603776,0.43243243243243246,0.2623762376237624,0.4092664092664093,0.24271844660194175,0.7868852459016393,0.5294117647058824,0.96,1.0,1.0,0.0,0.8
Ryan Jimmo,Sean O'Connell,1,0,20,15,0.62,0.6,29,41,1,0,1.0,0.0,0,0,0,0,37,163,12,6,8,9,0,0,7,5,10,10,3,0,"April 16, 2014",r,False,KO/TKO,Light Heavyweight,1,4,4,0.6590909090909091,0.7321428571428571,0.4375,0.35714285714285715,0.5454545454545454,0.46153846153846156,0.8,0.8181818181818182,0.0,0.0,1.0,0.0,0.7692307692307693
George Roop,Dustin Kimura,0,0,53,7,0.48,0.22,74,19,2,3,1.0,0.5,0,0,0,0,485,144,43,3,9,4,1,0,15,2,3,3,35,2,"April 16, 2014",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.5481481481481482,0.4222222222222222,0.29411764705882354,0.09090909090909091,0.45263157894736844,0.12,0.75,0.6666666666666666,0.5,0.0,0.7291666666666666,0.5,0.3
Mark Bocek,Mike de la Torre,0,0,70,57,0.4,0.32,108,144,3,1,0.23,0.5,0,0,0,0,374,68,45,43,17,13,8,1,31,38,39,18,0,1,"April 16, 2014",r,False,Decision - Split,Lightweight,3,5,15,0.5167464114832536,0.5333333333333333,0.256198347107438,0.24203821656050956,0.33088235294117646,0.27044025157232704,0.68,0.7647058823529411,0.8,1.0,0.0,1.0,0.78
Nordine Taleb,Vik Grujic,0,0,48,4,0.64,0.12,131,44,4,0,1.0,0.0,0,0,0,0,640,2,24,3,22,1,2,0,9,2,9,2,30,0,"April 16, 2014",r,False,Decision - Unanimous,Middleweight,3,5,15,0.8136645962732919,0.6111111111111112,0.34615384615384615,0.06896551724137931,0.5581395348837209,0.1111111111111111,0.8461538461538461,0.2,0.3333333333333333,0.0,0.75,0.0,1.0
Richard Walsh,Chris Indich,0,0,71,12,0.58,0.24,153,27,5,0,0.55,0.0,0,2,0,0,623,78,50,3,15,1,6,8,16,9,39,3,16,0,"April 16, 2014",r,False,Decision - Unanimous,Welterweight,3,5,15,0.7216981132075472,0.4153846153846154,0.3076923076923077,0.23076923076923078,0.5376344086021505,0.09375,0.75,0.2,0.6666666666666666,0.6666666666666666,0.9411764705882353,0.0,0.7358490566037735
Mitch Gagnon,Tim Gorman,0,0,47,15,0.47,0.21,93,50,2,0,0.66,0.0,5,0,0,0,188,409,22,12,19,1,6,2,27,8,11,7,9,0,"April 16, 2014",r,False,Decision - Unanimous,Bantamweight,3,5,15,0.6458333333333334,0.4716981132075472,0.375,0.1509433962264151,0.3142857142857143,0.1875,0.95,1.0,0.75,0.5,0.75,0.0,0.7857142857142857
Antonio Rodrigo Nogueira,Roy Nelson,0,2,12,19,0.32,0.54,12,20,0,0,0.0,0.0,0,0,0,0,0,10,12,18,0,1,0,0,12,18,0,0,0,1,"April 11, 2014",b,False,KO/TKO,Heavyweight,1,3,3,0.32432432432432434,0.5555555555555556,0.32432432432432434,0.5294117647058824,0.3333333333333333,0.5454545454545454,0.0,0.5,0.0,0.0,0.0,1.0,0.0
Clay Guida,Tatsuya Kawajiri,1,0,47,19,0.69,0.37,92,36,3,1,0.3,0.2,0,1,0,0,538,166,18,18,7,0,22,1,12,12,17,7,18,0,"April 11, 2014",r,False,Decision - Unanimous,Featherweight,3,5,15,0.8141592920353983,0.5294117647058824,0.375,0.27906976744186046,0.46153846153846156,0.375,1.0,0.0,1.0,1.0,0.9473684210526315,0.0,1.0
John Howard,Ryan LaFlare,1,0,35,64,0.66,0.65,73,97,1,4,0.5,0.57,0,0,0,1,107,509,17,27,10,32,8,5,25,28,9,20,1,16,"April 11, 2014",b,False,Decision - Unanimous,Welterweight,3,5,15,0.7934782608695652,0.7185185185185186,0.6578947368421053,0.5,0.5,0.48214285714285715,0.9090909090909091,0.8888888888888888,1.0,1.0,1.0,0.9411764705882353,0.6428571428571429
Ramsey Nijem,Beneil Dariush,2,0,34,9,0.66,0.45,92,14,1,0,1.0,0.0,1,0,0,0,98,30,25,6,3,3,6,0,15,6,0,3,19,0,"April 11, 2014",r,False,KO/TKO,Lightweight,1,4,4,0.7603305785123967,0.56,0.5357142857142857,0.42857142857142855,0.6410256410256411,0.42857142857142855,0.5,0.5,1.0,0.0,0.8636363636363636,0.0,0.0
Jared Rosholt,Daniel Omielanczuk,0,0,34,10,0.66,0.66,124,41,3,0,0.6,0.0,0,0,0,0,787,5,17,5,16,4,1,1,4,7,0,1,30,2,"April 11, 2014",r,False,Decision - Unanimous,Heavyweight,3,5,15,0.8211920529801324,0.82,0.2857142857142857,0.6363636363636364,0.5,0.5,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.0
Thales Leites,Trevor Smith,1,0,5,3,0.62,0.3,9,3,0,0,0.0,0.0,0,0,0,0,4,0,5,1,0,1,0,1,3,3,0,0,2,0,"April 11, 2014",r,False,KO/TKO,Middleweight,1,0,0,0.75,0.3,0.5,0.3,0.625,0.16666666666666666,0.0,0.5,0.0,0.5,1.0,0.0,0.0
Alan Omer,Jim Alers,0,1,58,36,0.57,0.38,69,97,1,2,0.33,0.4,0,0,0,0,181,386,33,20,10,5,15,11,26,14,22,12,10,10,"April 11, 2014",b,False,Decision - Split,Featherweight,3,5,15,0.6160714285714286,0.5950920245398773,0.4482758620689655,0.24561403508771928,0.4714285714285714,0.2857142857142857,0.6666666666666666,0.5555555555555556,0.9375,0.7857142857142857,0.625,0.7142857142857143,0.8148148148148148
Mauricio Rua,Dan Henderson,2,1,48,23,0.5,0.38,79,32,1,0,0.5,0.0,0,0,0,0,205,8,31,16,4,3,13,4,31,14,4,5,13,4,"March 23, 2014",b,False,KO/TKO,Light Heavyweight,3,1,11,0.6171875,0.45714285714285713,0.43661971830985913,0.30434782608695654,0.4189189189189189,0.3137254901960784,0.5714285714285714,0.75,0.8666666666666667,0.8,0.65,1.0,0.8
Cezar Ferreira,CB Dollaway,0,1,3,12,0.37,0.75,3,13,0,0,0.0,0.0,0,0,0,0,0,8,3,12,0,0,0,0,3,5,0,0,0,7,"March 23, 2014",b,False,KO/TKO,Middleweight,1,0,0,0.375,0.7647058823529411,0.375,0.7142857142857143,0.375,0.75,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0
Fabio Maldonado,Gian Villante,0,0,132,33,0.6,0.35,150,46,0,3,0.0,0.25,0,0,0,0,21,346,100,13,31,1,1,19,125,14,6,7,1,12,"March 23, 2014",r,False,Decision - Unanimous,Light Heavyweight,3,5,15,0.6329113924050633,0.42592592592592593,0.6038647342995169,0.21875,0.5952380952380952,0.19117647058823528,0.6458333333333334,0.2,1.0,1.0,0.5,0.75,0.75
Michel Prazeres,Mairbek Taisumov,1,0,35,26,0.52,0.28,66,40,3,0,0.27,0.0,0,0,0,0,300,80,26,16,4,6,5,4,24,23,5,3,6,0,"March 23, 2014",r,False,Decision - Unanimous,Lightweight,3,5,15,0.6226415094339622,0.37735849056603776,0.4528301886792453,0.2839506172839506,0.4482758620689655,0.20253164556962025,1.0,0.75,1.0,1.0,0.8571428571428571,0.0,0.7142857142857143
Rony Jason,Steven Siler,1,0,3,11,0.37,0.5,3,11,0,0,0.0,0.0,0,0,0,0,1,0,3,5,0,2,0,4,3,10,0,0,0,1,"March 23, 2014",r,False,KO/TKO,Featherweight,1,1,1,0.375,0.5,0.375,0.47619047619047616,0.375,0.4166666666666667,0.0,0.5,0.0,0.6666666666666666,0.0,1.0,0.0
Ronny Markes,Thiago Santos,0,1,0,7,0.0,0.43,0,8,0,0,0.0,0.0,0,0,0,0,0,14,0,6,0,1,0,0,0,1,0,0,0,6,"March 23, 2014",b,False,KO/TKO,Middleweight,1,0,0,0.0,0.47058823529411764,0.0,0.2,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.0
Jussier Formiga,Scott Jorgensen,0,0,9,6,0.39,0.25,13,9,1,0,0.25,0.0,1,0,0,0,45,0,7,5,2,0,0,1,6,6,2,0,1,0,"March 23, 2014",r,False,Submission,Flyweight,1,3,3,0.48148148148148145,0.3333333333333333,0.3157894736842105,0.2608695652173913,0.35,0.21739130434782608,0.6666666666666666,0.0,0.0,1.0,0.5,0.0,1.0
Thiago Perpetuo,Kenny Robertson,0,0,0,9,0.0,0.64,1,17,1,1,1.0,1.0,0,1,0,0,30,63,0,8,0,0,0,1,0,3,0,0,0,6,"March 23, 2014",b,False,Submission,Welterweight,1,1,1,0.5,0.7727272727272727,0.0,0.75,0.0,0.6153846153846154,0.0,0.0,0.0,1.0,0.0,0.6,0.0
Francimar Barroso,Hans Stringer,0,0,36,44,0.53,0.57,76,98,3,1,0.37,0.12,0,0,0,0,181,352,11,21,13,5,12,18,21,20,9,16,6,8,"March 23, 2014",b,False,Decision - Split,Light Heavyweight,3,5,15,0.6666666666666666,0.725925925925926,0.4772727272727273,0.4166666666666667,0.3142857142857143,0.4117647058823529,0.7222222222222222,0.7142857142857143,0.8571428571428571,0.9473684210526315,0.6,0.6666666666666666,0.6923076923076923
Godofredo Pepey,Noad Lahat,1,0,5,11,0.21,0.5,5,12,0,0,0.0,0.0,0,0,0,0,18,4,4,5,1,3,0,3,3,7,2,4,0,0,"March 23, 2014",r,False,KO/TKO,Featherweight,1,2,2,0.21739130434782608,0.5217391304347826,0.17647058823529413,0.4375,0.19047619047619047,0.38461538461538464,0.5,0.75,0.0,0.6,0.0,0.0,0.4
Johny Hendricks,Robbie Lawler,0,0,158,150,0.39,0.45,186,162,2,0,0.2,0.0,0,0,0,0,248,0,111,141,6,5,41,4,138,146,18,4,2,0,"March 15, 2014",r,True,Decision - Unanimous,Welterweight,5,5,25,0.43661971830985913,0.47230320699708456,0.37398373983739835,0.45482866043613707,0.3236151603498542,0.440625,0.6666666666666666,0.8333333333333334,0.9111111111111111,0.8,1.0,0.0,0.6923076923076923
Carlos Condit,Tyron Woodley,0,1,13,14,0.3,0.48,52,34,0,3,0.0,1.0,1,0,0,0,3,183,6,10,3,3,4,1,10,8,3,6,0,0,"March 15, 2014",b,False,KO/TKO,Welterweight,2,2,7,0.6190476190476191,0.6938775510204082,0.2564102564102564,0.4,0.1875,0.43478260869565216,0.6,0.75,0.6666666666666666,0.5,0.0,0.0,0.75
Diego Sanchez,Myles Jury,0,0,25,46,0.26,0.38,37,54,0,3,0.0,1.0,2,0,0,0,49,187,10,35,12,3,3,8,21,40,3,2,1,4,"March 15, 2014",b,False,Decision - Unanimous,Lightweight,3,5,15,0.3523809523809524,0.4186046511627907,0.23595505617977527,0.36036036036036034,0.15625,0.33653846153846156,0.5714285714285714,0.5,0.375,0.8888888888888888,1.0,0.6666666666666666,1.0
Jake Shields,Hector Lombard,0,0,4,27,0.05,0.48,58,67,0,5,0.0,1.0,1,0,0,0,0,448,2,20,2,6,0,1,4,8,0,11,0,8,"March 15, 2014",b,False,Decision - Unanimous,Welterweight,3,5,15,0.453125,0.6836734693877551,0.056338028169014086,0.2857142857142857,0.03636363636363636,0.43478260869565216,0.2857142857142857,0.6666666666666666,0.0,1.0,0.0,0.6153846153846154,0.0
Ovince Saint Preux,Nikita Krylov,0,0,1,1,1.0,0.25,1,1,1,0,1.0,0.0,1,0,0,0,61,0,0,0,1,0,0,1,1,1,0,0,0,0,"March 15, 2014",r,False,Submission,Light Heavyweight,1,1,1,1.0,0.25,1.0,0.25,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
Kelvin Gastelum,Rick Story,0,1,59,45,0.43,0.27,62,51,1,0,0.5,0.0,0,0,1,1,89,140,45,26,3,12,11,7,50,39,7,5,2,1,"March 15, 2014",r,False,Decision - Split,Welterweight,3,5,15,0.43661971830985913,0.3,0.42016806722689076,0.2635135135135135,0.375,0.19548872180451127,0.5,0.5217391304347826,1.0,1.0,1.0,0.3333333333333333,0.4375
Raquel Pennington,Jessica Andrade,0,0,82,66,0.49,0.41,87,90,2,3,0.66,0.37,2,0,0,0,80,380,51,47,18,15,13,4,42,38,33,27,7,1,"March 15, 2014",b,False,Decision - Split,Women's Bantamweight,3,5,15,0.5058139534883721,0.4864864864864865,0.3783783783783784,0.36538461538461536,0.3805970149253731,0.3533834586466165,0.9,0.7142857142857143,1.0,1.0,0.7777777777777778,0.3333333333333333,0.7021276595744681
Dennis Bermudez,Jimy Hettes,3,0,55,34,0.43,0.53,94,49,6,0,0.4,0.0,1,0,0,0,467,87,31,16,7,13,17,5,15,10,25,23,15,1,"March 15, 2014",r,False,KO/TKO,Featherweight,3,2,12,0.5222222222222223,0.5568181818181818,0.3409090909090909,0.37037037037037035,0.3229166666666667,0.4,0.5833333333333334,0.7647058823529411,0.9444444444444444,0.7142857142857143,0.42857142857142855,1.0,0.5319148936170213
Sean Spencer,Alex Garcia,0,1,58,61,0.36,0.45,62,66,0,8,0.0,0.72,0,0,1,0,23,273,42,53,7,5,9,3,49,50,9,11,0,0,"March 15, 2014",b,False,Decision - Split,Welterweight,3,5,15,0.3780487804878049,0.4647887323943662,0.35251798561151076,0.4424778761061947,0.3181818181818182,0.42063492063492064,0.3684210526315789,0.8333333333333334,1.0,1.0,0.0,0.0,0.42857142857142855
Renee Forte,Francisco Trevino,0,0,14,47,0.2,0.4,20,63,5,2,0.55,0.28,0,0,0,0,273,163,11,29,3,6,0,12,9,26,4,17,1,4,"March 15, 2014",b,False,Decision - Unanimous,Lightweight,3,5,15,0.25316455696202533,0.47368421052631576,0.16071428571428573,0.3023255813953488,0.18032786885245902,0.3717948717948718,0.375,0.4,0.0,0.5217391304347826,1.0,0.5714285714285714,0.3076923076923077
Will Campuzano,Justin Scoggins,0,0,4,61,0.09,0.59,28,78,0,6,0.0,0.6,1,0,0,0,0,595,3,50,0,4,1,7,4,18,0,6,0,37,"March 15, 2014",b,False,Decision - Unanimous,Flyweight,3,5,15,0.4,0.6141732283464567,0.10810810810810811,0.375,0.08333333333333333,0.5681818181818182,0.0,0.5714285714285714,0.25,0.875,0.0,0.7708333333333334,0.0
Robert McDaniel,Sean Strickland,0,0,4,20,0.4,0.57,4,24,1,1,1.0,0.5,0,1,0,0,26,155,1,17,2,2,1,1,4,7,0,2,0,11,"March 15, 2014",b,False,Submission,Middleweight,1,4,4,0.4,0.6153846153846154,0.4,0.4375,0.2,0.5862068965517241,0.5,0.4,1.0,1.0,0.0,0.6470588235294118,0.0
Daniel Pineda,Robert Whiteford,0,0,24,26,0.54,0.52,40,54,1,5,0.2,0.35,3,0,0,0,70,465,7,14,8,9,9,3,14,17,1,6,9,3,"March 15, 2014",b,False,Decision - Unanimous,Featherweight,3,5,15,0.6666666666666666,0.6428571428571429,0.45161290322580644,0.5,0.28,0.4117647058823529,0.8,0.75,1.0,0.75,0.9,0.6,0.3333333333333333
