r_fighter,b_fighter,r_kd,b_kd,r_sig_str,b_sig_str,r_sig_str_per,b_sig_str_per,r_total_str,b_total_str,r_td,b_td,r_td_per,b_td_per,r_sub_att,b_sub_att,r_rev,b_rev,r_ctrl,b_ctrl,r_sig_head,b_sig_head,r_sig_body,b_sig_body,r_sig_leg,b_sig_leg,r_distance,b_distance,r_clinch,b_clinch,r_ground,b_ground,winner,title_bout,win_con,weight_class,num_rounds,round_length,r_str_acc,b_str_acc,r_distance_acc,b_distance_acc,r_head_acc,b_head_acc,r_body_acc,b_body_acc,r_leg_acc,b_leg_acc,r_ground_acc,b_ground_acc,r_clinch_acc
Wilson Reis,Hector Sandoval,0,0,4,5,0.5,0.38,12,8,3 of 5,0 of 0,0.6,0.0,1,0,0,1,65,7,0.42857142857142855,0.2727272727272727,0.0,1.0,1.0,1.0,4,5,0,0,0,0,r,False,Submission,Flyweight,1,1,0.7058823529411765,0.5,0.5,0.45454545454545453,0.42857142857142855,0.2727272727272727,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Cesar Arzamendia,Damien Brown,0,2,17,22,0.62,0.52,17,25,0 of 0,0 of 0,0.0,0.0,1,0,0,0,3,51,0.5238095238095238,0.5,1.0,1.0,1.0,1.0,14,8,3,2,0,12,b,False,KO/TKO,Lightweight,1,2,0.6296296296296297,0.5434782608695652,0.6086956521739131,0.42105263157894735,0.5238095238095238,0.5,1.0,1.0,1.0,1.0,0.0,0.631578947368421,0.75
Holly Holm,Valentina Shevchenko,0,0,54,87,0.25,0.47,73,119,0 of 0,3 of 7,0.0,0.42,0,0,0,0,105,163,0.11666666666666667,0.3333333333333333,0.4,0.0,0.5,0.6,15,21,0,0,0,0,b,False,Decision - Unanimous,Women's Bantamweight,5,5,0.31601731601731603,0.5483870967741935,0.19230769230769232,0.3620689655172414,0.11666666666666667,0.3333333333333333,0.4,0.0,0.5,0.6,0.0,0.0,0.0
Edson Barboza,Gilbert Melendez,0,0,56,39,0.41,0.3,63,42,1 of 1,0 of 5,1.0,0.0,0,0,0,0,38,4,0.22727272727272727,0.35135135135135137,0.3333333333333333,0.5,0.8,0.0,18,14,0,0,0,0,r,False,Decision - Unanimous,Lightweight,3,5,0.4375,0.3111111111111111,0.45,0.358974358974359,0.22727272727272727,0.35135135135135137,0.3333333333333333,0.5,0.8,0.0,0.0,0.0,0.0
Francis Ngannou,Bojan Mihajlovic,0,0,8,3,0.4,0.5,9,3,0 of 0,0 of 1,0.0,0.0,0,0,0,0,6,0,0.29411764705882354,0.0,1.0,1.0,0.0,0.5,3,3,0,0,5,0,r,False,KO/TKO,Heavyweight,1,1,0.42857142857142855,0.5,0.5,0.5,0.29411764705882354,0.0,1.0,1.0,0.0,0.5,0.38461538461538464,0.0,0.0
Felice Herrig,Kailin Curran,0,0,13,5,0.43,0.29,15,7,1 of 1,0 of 0,1.0,0.0,1,0,0,0,60,0,0.2631578947368421,0.25,0.7142857142857143,1.0,0.75,0.0,13,5,0,0,0,0,r,False,Submission,Women's Strawweight,1,1,0.46875,0.3684210526315789,0.43333333333333335,0.29411764705882354,0.2631578947368421,0.25,0.7142857142857143,1.0,0.75,0.0,0.0,0.0,0.0
Frankie Saenz,Eddie Wineland,0,1,45,42,0.38,0.32,59,52,1 of 4,0 of 1,0.25,0.0,0,0,0,0,82,5,0.1875,0.45161290322580644,0.0,1.0,1.0,0.0,6,12,0,1,0,2,b,False,KO/TKO,Bantamweight,3,1,0.44696969696969696,0.37410071942446044,0.25,0.4444444444444444,0.1875,0.45161290322580644,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0
Darren Elkins,Godofredo Pepey,0,0,33,20,0.57,0.52,206,67,5 of 6,0 of 0,0.83,0.0,0,2,0,1,705,61,0.5625,0.6,0.5,1.0,0.0,0.0,1,1,0,0,18,3,r,False,Decision - Unanimous,Featherweight,3,5,0.8046875,0.6767676767676768,0.09090909090909091,0.3333333333333333,0.5625,0.6,0.5,1.0,0.0,0.0,0.782608695652174,1.0,0.0
Kamaru Usman,Alexander Yakovlev,0,0,41,8,0.61,0.53,155,11,5 of 9,0 of 0,0.55,0.0,0,0,0,0,782,0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0,0,0,0,14,0,r,False,Decision - Unanimous,Welterweight,3,5,0.7948717948717948,0.6111111111111112,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.8235294117647058,0.0,0.0
Michel Prazeres,JC Cottrell,0,0,48,14,0.62,0.26,70,39,7 of 14,0 of 0,0.5,0.0,1,0,1,1,403,86,0.5625,0.21428571428571427,0.7692307692307693,1.0,0.0,1.0,36,8,1,0,0,0,r,False,Decision - Unanimous,Lightweight,3,5,0.693069306930693,0.5,0.6101694915254238,0.26666666666666666,0.5625,0.21428571428571427,0.7692307692307693,1.0,0.0,1.0,0.0,0.0,0.3333333333333333
Alex Oliveira,James Moontasri,0,0,58,12,0.74,0.46,156,30,2 of 8,0 of 1,0.25,0.0,0,0,0,0,680,79,0.8095238095238095,0.375,1.0,0.0,0.0,0.0,4,2,2,1,26,0,r,False,Decision - Unanimous,Welterweight,3,5,0.7959183673469388,0.625,0.8,0.2857142857142857,0.8095238095238095,0.375,1.0,0.0,0.0,0.0,0.896551724137931,0.0,1.0
Jim Alers,Jason Knight,0,0,41,76,0.41,0.33,49,95,4 of 10,1 of 2,0.4,0.5,0,0,0,0,202,46,0.4,0.4444444444444444,0.0,1.0,0.0,0.8,8,16,0,2,2,5,b,False,Decision - Split,Featherweight,3,5,0.44545454545454544,0.3877551020408163,0.34782608695652173,0.45714285714285713,0.4,0.4444444444444444,0.0,1.0,0.0,0.8,1.0,1.0,0.0
Luis Henrique,Dmitrii Smoliakov,0,0,20,14,0.46,0.41,77,66,1 of 7,0 of 1,0.14,0.0,1,0,0,0,361,0,0.5,0.25,0.0,0.5,0.0,0.0,0,1,0,0,4,1,r,False,Submission,Heavyweight,2,3,0.5460992907801419,0.6947368421052632,0.0,0.25,0.5,0.25,0.0,0.5,0.0,0.0,0.8,1.0,0.0
Michael McDonald,John Lineker,0,2,14,26,0.46,0.47,14,28,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,8,0.4482758620689655,0.4186046511627907,1.0,0.7,0.0,0.5,12,15,2,5,0,6,b,False,KO/TKO,Bantamweight,1,2,0.4666666666666667,0.49122807017543857,0.4444444444444444,0.39473684210526316,0.4482758620689655,0.4186046511627907,1.0,0.7,0.0,0.5,0.0,0.75,0.6666666666666666
Tony Ferguson,Lando Vannata,0,1,66,40,0.55,0.36,69,42,0 of 0,0 of 2,0.0,0.0,3,0,0,0,0,70,0.4444444444444444,0.15,0.75,0.4,1.0,0.3333333333333333,25,6,0,0,0,0,r,False,Submission,Lightweight,2,2,0.5655737704918032,0.375,0.5319148936170213,0.21428571428571427,0.4444444444444444,0.15,0.75,0.4,1.0,0.3333333333333333,0.0,0.0,0.0
Tim Boetsch,Josh Samman,0,0,38,17,0.65,0.43,98,23,2 of 2,0 of 3,1.0,0.0,0,0,0,0,261,127,0.696969696969697,0.5,1.0,1.0,0.0,0.0,2,4,0,0,24,0,r,False,KO/TKO,Middleweight,2,3,0.8235294117647058,0.48936170212765956,0.4,0.6666666666666666,0.696969696969697,0.5,1.0,1.0,0.0,0.0,0.7741935483870968,0.0,0.0
Aleksei Oleinik,Daniel Omielanczuk,0,0,8,26,0.28,0.7,60,100,4 of 7,1 of 1,0.57,1.0,2,0,1,2,563,237,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0,4,0,0,0,1,b,False,Decision - Majority,Heavyweight,3,5,0.7142857142857143,0.9009009009009009,0.0,0.8,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kyle Noke,Keita Nakamura,0,1,44,41,0.57,0.36,48,45,2 of 2,0 of 2,1.0,0.0,0,1,0,0,33,32,0.4666666666666667,0.4444444444444444,0.6,0.5714285714285714,0.8888888888888888,0.5,15,16,2,1,1,9,b,False,Submission,Welterweight,2,4,0.5925925925925926,0.38461538461538464,0.5769230769230769,0.43243243243243246,0.4666666666666667,0.4444444444444444,0.6,0.5714285714285714,0.8888888888888888,0.5,1.0,0.5,1.0
Louis Smolka,Ben Nguyen,0,0,82,4,0.72,0.5,138,8,3 of 6,0 of 0,0.5,0.0,7,1,3,2,423,109,0.7346938775510204,0.0,1.0,0.0,0.0,1.0,2,1,0,0,37,0,r,False,KO/TKO,Flyweight,2,4,0.7752808988764045,0.6666666666666666,0.5,1.0,0.7346938775510204,0.0,1.0,0.0,0.0,1.0,0.7708333333333334,0.0,0.0
Lauren Murphy,Katlyn Chookagian,0,0,38,45,0.26,0.32,87,67,1 of 4,0 of 1,0.25,0.0,0,0,0,0,342,7,0.16666666666666666,0.3137254901960784,1.0,1.0,0.6666666666666666,1.0,14,21,2,3,0,0,b,False,Decision - Unanimous,Women's Bantamweight,3,5,0.435,0.41358024691358025,0.21212121212121213,0.38181818181818183,0.16666666666666666,0.3137254901960784,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0
Eric Spicely,Sam Alvey,0,0,7,8,0.77,0.53,8,13,0 of 4,0 of 0,0.0,0.0,0,1,0,0,74,20,0.8,0.46153846153846156,0.6666666666666666,1.0,1.0,0.0,6,5,1,3,0,0,b,False,Submission,Middleweight,1,2,0.8,0.65,0.75,0.5,0.8,0.46153846153846156,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0
Cortney Casey,Cristina Stanciu,0,0,19,5,0.67,0.41,31,5,2 of 2,0 of 0,1.0,0.0,0,0,0,0,58,0,0.6923076923076923,0.25,0.0,1.0,0.5,0.6666666666666666,3,4,0,1,16,0,r,False,KO/TKO,Women's Strawweight,1,2,0.7380952380952381,0.4166666666666667,0.3,0.36363636363636365,0.6923076923076923,0.25,0.0,1.0,0.5,0.6666666666666666,0.8888888888888888,0.0,0.0
Scott Holtzman,Cody Pfister,1,0,53,28,0.53,0.3,120,55,3 of 3,1 of 9,1.0,0.11,1,0,1,2,381,212,0.47368421052631576,0.35,1.0,0.5,1.0,0.0,8,6,0,0,6,2,r,False,Decision - Unanimous,Lightweight,3,5,0.6779661016949152,0.4435483870967742,0.47058823529411764,0.35294117647058826,0.47368421052631576,0.35,1.0,0.5,1.0,0.0,0.8571428571428571,1.0,0.0
Rani Yahya,Matthew Lopez,0,0,40,14,0.53,0.41,109,26,3 of 6,1 of 1,0.5,1.0,1,2,0,1,459,125,0.5,0.0,1.0,1.0,1.0,1.0,2,2,1,0,3,0,r,False,Submission,Bantamweight,3,4,0.7364864864864865,0.5652173913043478,0.3333333333333333,0.4,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Devin Clark,Alex Nicholson,1,1,14,18,0.7,0.58,30,20,1 of 1,0 of 0,1.0,0.0,1,0,0,0,165,1,0.5384615384615384,0.3333333333333333,1.0,1.0,0.0,0.875,8,12,3,3,3,3,b,False,KO/TKO,Middleweight,1,4,0.8108108108108109,0.6060606060606061,0.6666666666666666,0.5,0.5384615384615384,0.3333333333333333,1.0,1.0,0.0,0.875,0.75,1.0,0.75
Miesha Tate,Amanda Nunes,0,0,3,40,0.2,0.63,3,40,0 of 5,0 of 0,0.0,0.0,0,1,0,0,0,27,0.16666666666666666,0.6481481481481481,0.5,0.6,0.0,0.5,3,30,0,3,0,7,b,False,Submission,Women's Bantamweight,1,3,0.2,0.6349206349206349,0.21428571428571427,0.6,0.16666666666666666,0.6481481481481481,0.5,0.6,0.0,0.5,0.0,0.875,0.0
Daniel Cormier,Anderson Silva,0,0,33,17,0.51,0.39,153,30,3 of 3,0 of 0,1.0,0.0,0,0,0,0,633,0,0.4,0.42857142857142855,0.5,0.4,1.0,1.0,9,9,0,1,2,0,r,False,Decision - Unanimous,Light Heavyweight,3,5,0.7355769230769231,0.5357142857142857,0.5625,0.45,0.4,0.42857142857142855,0.5,0.4,1.0,1.0,0.4,0.0,0.0
Jose Aldo,Frankie Edgar,0,0,80,79,0.41,0.29,81,81,0 of 0,0 of 11,0.0,0.0,0,0,0,0,71,0,0.4473684210526316,0.13725490196078433,0.0,0.5,1.0,1.0,19,10,0,0,0,0,r,False,Decision - Unanimous,Interim Featherweight,5,5,0.41968911917098445,0.30337078651685395,0.475,0.18181818181818182,0.4473684210526316,0.13725490196078433,0.0,0.5,1.0,1.0,0.0,0.0,0.0
Cain Velasquez,Travis Browne,1,0,50,6,0.63,0.22,90,6,1 of 3,0 of 0,0.33,0.0,0,0,0,0,156,0,0.5555555555555556,0.19230769230769232,0.8333333333333334,1.0,1.0,0.0,28,6,5,0,17,0,r,False,KO/TKO,Heavyweight,1,4,0.7258064516129032,0.2222222222222222,0.5714285714285714,0.2222222222222222,0.5555555555555556,0.19230769230769232,0.8333333333333334,1.0,1.0,0.0,0.7727272727272727,0.0,0.625
Cat Zingano,Julianna Pena,0,0,11,12,0.47,0.57,23,129,3 of 4,2 of 3,0.75,0.66,0,1,2,1,545,292,0.25,0.75,0.0,1.0,0.0,0.0,0,0,0,0,1,9,b,False,Decision - Unanimous,Women's Bantamweight,3,5,0.6216216216216216,0.86,0.0,0.0,0.25,0.75,0.0,1.0,0.0,0.0,0.5,0.8181818181818182,0.0
Johny Hendricks,Kelvin Gastelum,0,0,70,124,0.44,0.49,90,134,1 of 5,0 of 1,0.2,0.0,0,0,0,0,129,21,0.40625,0.38961038961038963,0.6,0.9090909090909091,0.6666666666666666,1.0,27,40,4,6,0,0,b,False,Decision - Unanimous,Welterweight,3,5,0.5084745762711864,0.5173745173745173,0.42857142857142855,0.45977011494252873,0.40625,0.38961038961038963,0.6,0.9090909090909091,0.6666666666666666,1.0,0.0,0.0,0.4444444444444444
TJ Dillashaw,Raphael Assuncao,0,0,64,49,0.32,0.35,72,52,1 of 5,0 of 2,0.2,0.0,0,0,0,0,49,2,0.2,0.34210526315789475,0.875,0.7142857142857143,1.0,0.5,24,22,0,0,0,0,r,False,Decision - Unanimous,Bantamweight,3,5,0.35121951219512193,0.36363636363636365,0.39344262295081966,0.43137254901960786,0.2,0.34210526315789475,0.875,0.7142857142857143,1.0,0.5,0.0,0.0,0.0
Sage Northcutt,Enrique Marin,0,0,41,16,0.62,0.44,106,26,0 of 2,4 of 10,0.0,0.4,1,2,1,0,264,447,0.75,0.5,0.0,1.0,0.0,0.0,5,5,12,0,4,0,r,False,Decision - Unanimous,Lightweight,3,5,0.7851851851851852,0.5416666666666666,0.45454545454545453,0.5555555555555556,0.75,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.8571428571428571
Diego Sanchez,Joe Lauzon,0,1,6,22,0.6,0.66,7,28,0 of 0,0 of 0,0.0,0.0,0,0,0,0,0,17,0.42857142857142855,0.6666666666666666,1.0,0.0,1.0,0.0,5,6,1,14,0,2,b,False,KO/TKO,Lightweight,1,1,0.6363636363636364,0.7,0.625,0.6,0.42857142857142855,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,0.5,0.5
Gegard Mousasi,Thiago Santos,1,0,21,5,0.61,0.38,39,5,2 of 2,0 of 0,1.0,0.0,0,0,0,0,129,0,0.5714285714285714,0.42857142857142855,1.0,0.0,0.6666666666666666,0.5,8,4,3,0,10,1,r,False,KO/TKO,Middleweight,1,4,0.7090909090909091,0.38461538461538464,0.42105263157894735,0.3333333333333333,0.5714285714285714,0.42857142857142855,1.0,0.0,0.6666666666666666,0.5,0.9090909090909091,1.0,0.75
Jim Miller,Takanori Gomi,0,0,8,1,0.3,0.2,13,1,1 of 1,0 of 0,1.0,0.0,0,0,0,0,93,0,0.3076923076923077,0.0,0.0,0.0,0.0,1.0,1,1,0,0,7,0,r,False,KO/TKO,Lightweight,1,2,0.40625,0.2,0.125,0.2,0.3076923076923077,0.0,0.0,0.0,0.0,1.0,0.3888888888888889,0.0,0.0
Joanna Jedrzejczyk,Claudia Gadelha,0,1,176,63,0.53,0.42,194,101,1 of 2,4 of 13,0.5,0.3,0,0,0,0,91,571,0.463768115942029,0.35714285714285715,0.5714285714285714,0.5,1.0,0.0,34,10,2,1,1,0,r,False,Decision - Unanimous,Women's Strawweight,5,5,0.5527065527065527,0.5287958115183246,0.4594594594594595,0.3448275862068966,0.463768115942029,0.35714285714285715,0.5714285714285714,0.5,1.0,0.0,1.0,0.0,1.0
Andrew Sanchez,Khalil Rountree Jr.,0,0,31,14,0.72,0.51,118,58,6 of 12,0 of 0,0.5,0.0,0,0,0,0,722,0,0.7,1.0,1.0,0.0,0.0,0.0,2,1,0,1,6,3,r,False,Decision - Unanimous,Ultimate Fighter 23 Light Heavyweight Tournament,3,5,0.7421383647798742,0.7631578947368421,0.6666666666666666,0.5,0.7,1.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0
Tatiana Suarez,Amanda Cooper,0,0,16,1,0.84,0.25,38,4,3 of 3,0 of 0,1.0,0.0,1,2,0,1,178,26,0.8333333333333334,0.25,1.0,0.0,0.0,0.0,1,1,0,0,15,0,r,False,Submission,Ultimate Fighter 23 Women's Strawweight Tournament,1,3,0.8837209302325582,0.5714285714285714,0.5,0.25,0.8333333333333334,0.25,1.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0
Ross Pearson,Will Brooks,0,0,54,80,0.46,0.53,76,116,0 of 2,1 of 6,0.0,0.16,0,0,0,0,127,273,0.34285714285714286,0.3488372093023256,0.8333333333333334,0.7857142857142857,1.0,1.0,17,14,18,14,0,0,b,False,Decision - Unanimous,Lightweight,3,5,0.5428571428571428,0.6105263157894737,0.425,0.3333333333333333,0.34285714285714286,0.3488372093023256,0.8333333333333334,0.7857142857142857,1.0,1.0,0.0,0.0,0.8181818181818182
Dooho Choi,Thiago Tavares,1,0,4,2,0.57,0.4,6,13,0 of 0,2 of 2,0.0,1.0,0,0,0,0,17,118,0.5714285714285714,0.0,0.0,0.5,0.0,1.0,3,0,0,2,1,0,r,False,KO/TKO,Featherweight,1,2,0.5454545454545454,0.7647058823529411,0.5,0.0,0.5714285714285714,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0
Joaquim Silva,Andrew Holbrook,1,0,6,2,0.75,0.66,6,2,0 of 1,0 of 0,0.0,0.0,0,0,0,0,3,0,0.75,0.5,0.0,1.0,0.0,0.0,1,1,0,1,5,0,r,False,KO/TKO,Lightweight,1,0,0.75,0.6666666666666666,0.3333333333333333,0.5,0.75,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Gray Maynard,Fernando Bruno,0,0,30,32,0.42,0.31,42,47,3 of 7,2 of 7,0.42,0.28,1,1,1,0,401,148,0.75,0.4444444444444444,1.0,0.0,1.0,0.0,2,7,4,1,5,0,r,False,Decision - Unanimous,Featherweight,3,5,0.49411764705882355,0.3949579831932773,0.5,0.4117647058823529,0.75,0.4444444444444444,1.0,0.0,1.0,0.0,1.0,0.0,1.0
John Moraga,Matheus Nicolau Pereira,0,0,31,41,0.27,0.48,33,53,0 of 2,0 of 1,0.0,0.0,0,0,0,0,0,43,0.21875,0.2857142857142857,0.0,0.4,0.5,0.6666666666666666,8,10,0,0,0,0,b,False,Decision - Split,Flyweight,3,5,0.28695652173913044,0.5408163265306123,0.21621621621621623,0.4,0.21875,0.2857142857142857,0.0,0.4,0.5,0.6666666666666666,0.0,0.0,0.0
Cory Hendricks,Josh Stansbury,0,0,47,61,0.39,0.57,52,153,0 of 2,0 of 2,0.0,0.0,0,0,0,0,18,468,0.5,0.7,0.0,0.0,0.0,0.0,1,0,0,0,0,14,b,False,Decision - Majority,Light Heavyweight,3,5,0.41935483870967744,0.7536945812807881,0.5,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0
Cezar Ferreira,Anthony Smith,0,0,30,33,0.58,0.52,120,41,6 of 6,0 of 0,1.0,0.0,0,1,0,0,520,3,0.5,0.5714285714285714,1.0,0.0,0.0,1.0,4,4,0,0,1,1,r,False,Decision - Unanimous,Middleweight,3,5,0.8108108108108109,0.5774647887323944,0.5714285714285714,0.6666666666666666,0.5,0.5714285714285714,1.0,0.0,0.0,1.0,0.5,0.5,0.0
Jake Matthews,Kevin Lee,0,0,5,24,0.38,0.63,5,36,0 of 0,1 of 2,0.0,0.5,0,0,0,0,0,155,0.36363636363636365,0.6,0.5,1.0,0.0,0.0,4,2,1,2,0,20,b,False,KO/TKO,Lightweight,1,4,0.38461538461538464,0.7058823529411765,0.36363636363636365,0.3333333333333333,0.36363636363636365,0.6,0.5,1.0,0.0,0.0,0.0,0.6896551724137931,0.5
Li Jingliang,Anton Zafir,0,0,6,5,0.4,0.55,11,15,1 of 1,2 of 2,1.0,1.0,0,0,1,0,20,81,0.38461538461538464,0.2,0.0,1.0,1.0,1.0,1,4,0,1,5,0,r,False,KO/TKO,Welterweight,1,2,0.55,0.7894736842105263,0.1,0.5,0.38461538461538464,0.2,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Rafael Dos Anjos,Eddie Alvarez,0,0,12,45,0.29,0.57,12,49,0 of 1,1 of 3,0.0,0.33,0,0,0,0,22,20,0.23684210526315788,0.5074626865671642,1.0,1.0,1.0,1.0,10,20,2,22,0,3,b,False,KO/TKO,Lightweight,1,3,0.2926829268292683,0.5903614457831325,0.2631578947368421,0.4444444444444444,0.23684210526315788,0.5074626865671642,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666
Roy Nelson,Derrick Lewis,0,0,4,37,0.21,0.5,66,39,7 of 10,0 of 0,0.7,0.0,0,0,0,0,581,2,0.2222222222222222,0.35,0.0,1.0,0.0,0.0,0,6,2,4,0,0,b,False,Decision - Split,Heavyweight,3,5,0.7415730337078652,0.52,0.0,0.35294117647058826,0.2222222222222222,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666
Alan Jouban,Belal Muhammad,3,0,86,77,0.5,0.38,105,108,0 of 0,2 of 8,0.0,0.25,0,0,0,0,97,179,0.36065573770491804,0.4251968503937008,0.7692307692307693,1.0,0.9166666666666666,0.0,42,56,1,1,0,0,r,False,Decision - Unanimous,Welterweight,3,5,0.5497382198952879,0.45188284518828453,0.5,0.43410852713178294,0.36065573770491804,0.4251968503937008,0.7692307692307693,1.0,0.9166666666666666,0.0,0.0,0.0,0.5
Joe Duffy,Mitch Clarke,1,0,3,1,0.42,0.25,3,1,0 of 0,0 of 0,0.0,0.0,1,0,0,0,15,0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,1,1,0,0,2,0,r,False,Submission,Lightweight,1,0,0.42857142857142855,0.25,0.5,0.25,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0
Mike Pyle,Alberto Mina,0,1,2,16,0.16,0.37,5,27,0 of 0,2 of 2,0.0,1.0,1,0,0,0,0,176,0.0,0.5555555555555556,0.0,0.0,1.0,1.0,1,1,0,0,0,6,b,False,KO/TKO,Welterweight,2,1,0.3333333333333333,0.47368421052631576,0.2,0.3333333333333333,0.0,0.5555555555555556,0.0,0.0,1.0,1.0,0.0,0.75,0.0
John Makdessi,Mehdi Baghdad,0,1,84,60,0.55,0.31,110,64,0 of 1,0 of 1,0.0,0.0,0,0,0,0,105,7,0.37777777777777777,0.32075471698113206,0.7857142857142857,0.5,0.8333333333333334,0.8571428571428571,28,19,3,3,2,3,r,False,Decision - Split,Lightweight,3,5,0.6043956043956044,0.3248730964467005,0.56,0.35185185185185186,0.37777777777777777,0.32075471698113206,0.7857142857142857,0.5,0.8333333333333334,0.8571428571428571,0.3333333333333333,1.0,0.3333333333333333
Anthony Birchak,Dileno Lopes,0,0,41,25,0.36,0.28,101,35,0 of 0,2 of 12,0.0,0.16,0,0,0,0,140,310,0.12195121951219512,0.3,0.5,0.0,0.75,0.5,14,11,1,2,0,0,r,False,Decision - Split,Bantamweight,3,5,0.5771428571428572,0.35714285714285715,0.2692307692307692,0.24444444444444444,0.12195121951219512,0.3,0.5,0.0,0.75,0.5,0.0,0.0,0.14285714285714285
Russell Doane,Pedro Munhoz,0,0,18,14,0.43,0.56,18,14,0 of 0,1 of 2,0.0,0.5,0,1,0,0,8,20,0.36666666666666664,0.5,0.6,0.6,1.0,0.75,17,14,1,0,0,0,b,False,Submission,Bantamweight,1,2,0.43902439024390244,0.56,0.425,0.5833333333333334,0.36666666666666664,0.5,0.6,0.6,1.0,0.75,0.0,0.0,1.0
Felipe Arantes,Jerrod Sanders,0,0,3,6,0.33,0.6,5,32,0 of 0,1 of 3,0.0,0.33,1,0,0,1,37,298,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,0,2,r,False,Submission,Bantamweight,2,1,0.45454545454545453,0.64,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Gilbert Burns,Lukasz Sajewski,0,0,13,14,0.43,0.46,16,15,1 of 5,0 of 1,0.2,0.0,1,0,0,0,81,47,0.34782608695652173,0.38095238095238093,0.7142857142857143,0.625,0.0,1.0,6,12,4,2,3,0,r,False,Submission,Lightweight,1,4,0.47058823529411764,0.4838709677419355,0.2857142857142857,0.48,0.34782608695652173,0.38095238095238093,0.7142857142857143,0.625,0.0,1.0,0.75,0.0,0.8
Marco Beltran,Reginaldo Vieira,1,0,20,20,0.41,0.35,31,35,0 of 0,3 of 4,0.0,0.75,1,0,0,0,24,206,0.5,0.35294117647058826,0.5,0.8888888888888888,0.0,0.0,2,5,6,5,2,4,r,False,Submission,Bantamweight,2,3,0.5166666666666667,0.4861111111111111,0.2222222222222222,0.3333333333333333,0.5,0.35294117647058826,0.5,0.8888888888888888,0.0,0.0,0.5,0.6666666666666666,0.8571428571428571
Vicente Luque,Alvaro Herrera Mendoza,0,0,25,12,0.46,0.46,51,13,4 of 5,0 of 0,0.8,0.0,1,0,0,0,332,0,0.6363636363636364,0.2222222222222222,0.3333333333333333,1.0,1.0,0.0,3,1,1,2,5,0,r,False,Submission,Welterweight,2,3,0.5862068965517241,0.48148148148148145,0.375,0.125,0.6363636363636364,0.2222222222222222,0.3333333333333333,1.0,1.0,0.0,0.8333333333333334,0.0,1.0
Rory MacDonald,Stephen Thompson,0,0,61,110,0.4,0.42,62,124,0 of 2,0 of 0,0.0,0.0,0,0,0,0,8,108,0.4444444444444444,0.4225352112676056,0.8,0.4,0.0,1.0,18,31,2,0,0,3,b,False,Decision - Unanimous,Welterweight,5,5,0.40522875816993464,0.45255474452554745,0.46153846153846156,0.41333333333333333,0.4444444444444444,0.4225352112676056,0.8,0.4,0.0,1.0,0.0,1.0,1.0
Donald Cerrone,Patrick Cote,3,0,73,46,0.61,0.49,92,57,2 of 3,0 of 2,0.66,0.0,1,0,0,0,283,0,0.5909090909090909,0.25,0.5,0.6363636363636364,1.0,1.0,12,12,3,1,5,0,r,False,KO/TKO,Welterweight,3,2,0.6571428571428571,0.5135135135135135,0.5454545454545454,0.3870967741935484,0.5909090909090909,0.25,0.5,0.6363636363636364,1.0,1.0,0.8333333333333334,0.0,1.0
Steve Bosse,Sean O'Connell,0,1,93,84,0.54,0.5,120,124,1 of 3,0 of 3,0.33,0.0,0,0,0,0,162,192,0.4482758620689655,0.48484848484848486,0.5,0.875,0.3333333333333333,1.0,27,37,1,3,0,0,r,False,Decision - Unanimous,Light Heavyweight,3,5,0.594059405940594,0.5933014354066986,0.43548387096774194,0.5211267605633803,0.4482758620689655,0.48484848484848486,0.5,0.875,0.3333333333333333,1.0,0.0,0.0,1.0
Olivier Aubin-Mercier,Thibault Gouti,0,0,44,29,0.72,0.42,74,63,3 of 8,0 of 0,0.37,0.0,1,0,0,1,454,27,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,r,False,Submission,Lightweight,3,2,0.7789473684210526,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
